Date,AAPL,GOOG,MSFT,TSLA
2025-04-16,193.6079559326172,155.0734405517578,369.62841796875,241.5500030517578
2025-04-17,196.3087158203125,152.9393310546875,365.81884765625,241.3699951171875
2025-04-21,192.50173950195312,149.44891357421875,357.205078125,227.5
2025-04-22,199.059326171875,153.4778289794922,364.864013671875,237.97000122070312
2025-04-23,203.9027557373047,157.28736877441406,372.3936462402344,250.74000549316406
2025-04-24,207.65989685058594,161.02708435058594,385.2347412109375,259.510009765625
2025-04-25,208.56680297851562,163.40052795410156,389.7605285644531,284.95001220703125
2025-04-28,209.4238739013672,161.97445678710938,389.0741882324219,285.8800048828125
2025-04-29,210.490234375,161.61544799804688,391.9388427734375,292.0299987792969
2025-04-30,211.7758331298828,160.44863891601562,393.15234375,282.1600036621094
2025-05-01,212.59304809570312,162.3434295654297,423.1316223144531,280.5199890136719
2025-05-02,204.65020751953125,165.35516357421875,432.95892333984375,287.2099914550781
2025-05-05,198.21221923828125,165.59449768066406,433.8442077636719,280.260009765625
2025-05-06,197.83351135253906,164.74684143066406,430.99945068359375,275.3500061035156
2025-05-07,195.58120727539062,152.38084411621094,431.03924560546875,276.2200012207031
2025-05-08,196.81698608398438,155.32276916503906,435.8335876464844,284.82000732421875
2025-05-09,197.8534393310547,153.95651245117188,436.3905334472656,298.260009765625
2025-05-12,210.34713745117188,159.14224243164062,446.8644104003906,318.3800048828125
2025-05-13,212.48263549804688,160.44863891601562,446.74505615234375,334.07000732421875
2025-05-14,211.88389587402344,166.35240173339844,450.5247802734375,347.67999267578125
2025-05-15,211.00575256347656,164.94627380371094,451.54119873046875,342.82000732421875
2025-05-16,210.81614685058594,166.97071838378906,452.6772155761719,349.9800109863281
2025-05-19,208.3413543701172,167.4095001220703,457.26104736328125,342.0899963378906
2025-05-20,206.42539978027344,164.8665313720703,456.56353759765625,343.82000732421875
2025-05-21,201.6654052734375,169.59349060058594,450.983154296875,334.6199951171875
2025-05-22,200.9369354248047,171.50823974609375,453.26513671875,341.0400085449219
2025-05-23,194.85975646972656,169.1248016357422,448.6015625,339.3399963378906
2025-05-27,199.78936767578125,173.5027313232422,459.0746765136719,362.8900146484375
2025-05-28,199.99891662597656,172.90440368652344,455.7563781738281,356.8999938964844
2025-05-29,199.5299072265625,172.48556518554688,457.0717468261719,358.42999267578125
2025-05-30,200.4280242919922,172.37583923339844,458.7458190917969,346.4599914550781
2025-06-02,201.27622985839844,169.9026336669922,460.3502197265625,342.69000244140625
2025-06-03,202.84292602539062,167.24996948242188,461.3467102050781,344.2699890136719
2025-06-04,202.39389038085938,168.9253387451172,462.2435302734375,332.04998779296875
2025-06-05,200.20849609375,169.34417724609375,466.0401611328125,284.70001220703125
2025-06-06,203.49156188964844,174.44015502929688,468.730712890625,295.1400146484375
2025-06-09,201.02676391601562,177.3556671142578,471.0924072265625,308.5799865722656
2025-06-10,202.2441864013672,179.7319793701172,469.2688293457031,326.0899963378906
2025-06-11,198.36236572265625,178.5138702392578,470.9628601074219,326.42999267578125
2025-06-12,198.78147888183594,176.69668579101562,477.1909484863281,319.1099853515625
2025-06-13,196.03726196289062,175.60836791992188,473.2946472167969,325.30999755859375
2025-06-16,198.0031280517578,177.66517639160156,477.46002197265625,329.1300048828125
2025-06-17,195.2289581298828,176.95628356933594,476.3638610839844,316.3500061035156
2025-06-18,196.16697692871094,173.71128845214844,478.5561218261719,322.04998779296875
2025-06-20,200.57769775390625,167.470947265625,475.7261047363281,322.1600036621094
2025-06-23,201.07666015625,165.7536163330078,484.2959289550781,348.67999267578125
2025-06-24,199.87918090820312,167.48094177246094,488.3915100097656,340.4700012207031
2025-06-25,201.13653564453125,171.22515869140625,490.5439453125,327.54998779296875
2025-06-26,200.57769775390625,174.1605987548828,495.705810546875,325.7799987792969
2025-06-27,200.65753173828125,177.9946746826172,494.20111083984375,323.6300048828125
2025-06-30,204.7389373779297,177.1160430908203,495.66595458984375,317.6600036621094
2025-07-01,207.3833770751953,176.63677978515625,490.3247375488281,300.7099914550781
2025-07-02,211.99366760253906,179.4823760986328,489.36810302734375,315.6499938964844
2025-07-03,213.10134887695312,180.2711639404297,497.0909423828125,315.3500061035156
2025-07-07,209.50889587402344,177.28578186035156,495.974853515625,293.94000244140625
2025-07-08,209.5687713623047,174.8894805908203,494.8786926269531,297.80999755859375
2025-07-09,210.69639587402344,177.3856201171875,501.74456787109375,295.8800048828125
2025-07-10,211.96372985839844,178.42401123046875,499.7216796875,309.8699951171875
2025-07-11,210.7163543701172,181.02996826171875,501.55523681640625,313.510009765625
2025-07-14,208.1816864013672,182.52764892578125,501.2562561035156,316.8999938964844
2025-07-15,208.67066955566406,182.8172149658203,504.04644775390625,310.7799987792969
2025-07-16,209.71847534179688,183.48617553710938,503.8471374511719,321.6700134277344
2025-07-17,209.57875061035156,184.4147491455078,509.9058532714844,319.4100036621094
2025-07-18,210.73631286621094,185.65283203125,508.2616271972656,329.6499938964844
2025-07-21,212.0335693359375,190.85476684570312,508.2715759277344,328.489990234375
2025-07-22,213.94955444335938,191.81329345703125,503.4983825683594,332.1099853515625
2025-07-23,213.7000732421875,191.21421813964844,504.0962829589844,332.55999755859375
2025-07-24,213.31088256835938,192.901611328125,509.0887145996094,305.29998779296875
2025-07-25,213.43064880371094,193.78025817871094,511.9088439941406,316.05999755859375
2025-07-28,213.6002960205078,193.1212615966797,510.7030334472656,325.5899963378906
2025-07-29,210.8261260986328,196.12661743164062,510.7727966308594,321.20001220703125
2025-07-30,208.6107940673828,197.13507080078125,511.4404296875,319.0400085449219
2025-07-31,207.1339111328125,192.5621337890625,531.62939453125,308.2699890136719
2025-08-01,201.95481872558594,189.65663146972656,522.2723388671875,302.6300048828125
2025-08-04,202.9227752685547,195.4476776123047,533.7619018554688,309.260009765625
2025-08-05,202.49366760253906,195.01834106445312,525.8995361328125,308.7200012207031
2025-08-06,212.80197143554688,196.61587524414062,523.0994262695312,319.9100036621094
2025-08-07,219.56771850585938,196.97531127929688,519.0138549804688,322.2699890136719
2025-08-08,228.86814880371094,201.7778778076172,520.2095947265625,329.6499938964844
2025-08-11,226.95997619628906,201.318603515625,519.9405517578125,339.0299987792969
2025-08-12,229.42758178710938,203.84469604492188,527.3843383789062,340.8399963378906
2025-08-13,233.10403442382812,202.7164306640625,518.7547607421875,339.3800048828125
2025-08-14,232.5545654296875,203.50521850585938,520.6480102539062,335.5799865722656
2025-08-15,231.36570739746094,204.59353637695312,518.3461303710938,330.55999755859375
2025-08-18,230.66639709472656,203.97447204589844,515.286865234375,335.1600036621094
2025-08-19,230.3367156982422,202.17727661132812,507.98260498046875,329.30999755859375
2025-08-20,225.79110717773438,199.8808135986328,503.9468078613281,323.8999938964844
2025-08-21,224.68218994140625,200.31015014648438,503.2980041503906,320.1099853515625
2025-08-22,227.53941345214844,206.40074157714844,506.2824401855469,340.010009765625
2025-08-25,226.94000244140625,208.8369598388672,503.3179931640625,346.6000061035156
2025-08-26,229.08792114257812,207.6288299560547,501.1021423339844,351.6700134277344
2025-08-27,230.26678466796875,207.88844299316406,505.7933349609375,349.6000061035156
2025-08-28,232.33477783203125,212.0419921875,508.68792724609375,345.9800109863281
2025-08-29,231.91517639160156,213.20021057128906,505.7434387207031,333.8699951171875
2025-09-02,229.49752807617188,211.66261291503906,504.1763610839844,329.3599853515625
2025-09-03,238.2390594482422,230.7430877685547,504.40594482421875,334.0899963378906
2025-09-04,239.5477752685547,232.30067443847656,507.02105712890625,338.5299987792969
2025-09-05,239.45787048339844,234.80679321289062,494.0752868652344,350.8399963378906
2025-09-08,237.64962768554688,234.00732421875,497.2693176269531,346.3999938964844
2025-09-09,234.123046875,239.78355407714844,497.4789123535156,346.9700012207031
2025-09-10,226.5703582763672,239.40379333496094,499.43524169921875,347.7900085449219
2025-09-11,229.80722045898438,240.6230010986328,500.0740661621094,368.80999755859375
2025-09-12,233.84332275390625,241.22262573242188,508.94744873046875,395.94000244140625
2025-09-15,236.47076416015625,251.59584045410156,514.397216796875,410.0400085449219
2025-09-16,237.9193572998047,251.25607299804688,508.08905029296875,421.6199951171875
2025-09-17,238.75856018066406,249.68710327148438,509.06719970703125,425.8599853515625
2025-09-18,237.64962768554688,252.1654815673828,507.5001525878906,416.8500061035156
2025-09-19,245.26223754882812,255.07357788085938,516.96240234375,426.07000732421875
2025-09-22,255.8319854736328,252.71511840820312,513.4889526367188,434.2099914550781
2025-09-23,254.18359375,252.1754608154297,508.2787170410156,425.8500061035156
2025-09-24,252.06564331054688,247.6684112548828,509.19696044921875,442.7900085449219
2025-09-25,256.6212158203125,246.40924072265625,506.0827941894531,423.3900146484375
2025-09-26,255.2126007080078,247.01882934570312,510.5045166015625,440.3999938964844
2025-09-29,254.18359375,244.20066833496094,513.6386108398438,443.2099914550781
2025-09-30,254.38340759277344,243.39120483398438,516.982421875,444.7200012207031
2025-10-01,255.20260620117188,245.37989807128906,518.7391357421875,459.4599914550781
2025-10-02,256.8809814453125,246.26931762695312,514.7765502929688,436.0
2025-10-03,257.7701110839844,246.289306640625,516.3834838867188,429.8299865722656
2025-10-06,256.44140625,251.34600830078125,527.5825805664062,453.25
2025-10-07,256.23162841796875,246.9688720703125,523.0010986328125,433.0899963378906
2025-10-08,257.8100891113281,245.29995727539062,523.8695068359375,438.69000244140625
2025-10-09,253.79396057128906,242.0520782470703,521.4241333007812,435.5400085449219
2025-10-10,245.032470703125,237.3351593017578,510.0054626464844,413.489990234375
2025-10-13,247.42015075683594,244.48048400878906,513.0896606445312,435.8999938964844
2025-10-14,247.53004455566406,246.02947998046875,512.610595703125,429.239990234375
2025-10-15,249.09852600097656,251.54588317871094,512.4708251953125,435.1499938964844
2025-10-16,247.21035766601562,251.7157745361328,510.65423583984375,428.75
2025-10-17,252.045654296875,253.62451171875,512.62060546875,439.30999755859375
2025-10-20,261.98602294921875,256.8524169921875,515.8245239257812,447.42999267578125
2025-10-21,262.5155029296875,251.17611694335938,516.6929321289062,442.6000061035156
2025-10-22,258.19970703125,252.36534118652344,519.5675659179688,438.9700012207031
2025-10-23,259.3285827636719,253.56455993652344,519.5875244140625,448.9800109863281
2025-10-24,262.56549072265625,260.34014892578125,522.6318359375,433.7200012207031
2025-10-27,268.5496520996094,269.7539978027344,530.527099609375,452.4200134277344
2025-10-28,268.7394714355469,268.2549743652344,541.057373046875,460.54998779296875
2025-10-29,269.4388122558594,274.9906005859375,540.538330078125,461.510009765625
2025-10-30,271.13714599609375,281.7161865234375,524.77783203125,440.1000061035156
2025-10-31,270.108154296875,281.6362609863281,516.8426513671875,456.55999755859375
2025-11-03,268.7894287109375,283.93475341796875,516.0641479492188,468.3699951171875
2025-11-04,269.7784729003906,277.8786926269531,513.3692016601562,444.260009765625
2025-11-05,269.8783874511719,284.5643310546875,506.2125549316406,462.07000732421875
2025-11-06,269.50872802734375,285.1539611816406,496.1713562011719,445.9100036621094
2025-11-07,268.2099914550781,279.51763916015625,495.8918762207031,429.5199890136719
2025-11-10,269.42999267578125,290.4005126953125,505.0547180175781,445.2300109863281
2025-11-11,275.25,291.5497741699219,507.7297058105469,439.6199951171875
2025-11-12,273.4700012207031,287.2425842285156,510.1851501464844,430.6000061035156
2025-11-13,272.95001220703125,278.9380187988281,502.34979248046875,401.989990234375
2025-11-14,272.4100036621094,276.7994079589844,509.2268981933594,404.3500061035156
2025-11-17,267.4599914550781,285.4137878417969,506.54193115234375,408.9200134277344
2025-11-18,267.44000244140625,284.7742004394531,492.8675537109375,401.25
2025-11-19,268.55999755859375,292.7989501953125,486.2099914550781,403.989990234375
2025-11-20,266.25,289.79095458984375,478.42999267578125,395.2300109863281
2025-11-21,271.489990234375,299.4546203613281,472.1199951171875,391.0899963378906
2025-11-24,275.9200134277344,318.2623596191406,474.0,417.7799987792969
2025-11-25,276.9700012207031,323.4289855957031,476.989990234375,419.3999938964844
2025-11-26,277.54998779296875,320.0711669921875,485.5,426.5799865722656
2025-11-28,278.8500061035156,319.9112854003906,492.010009765625,430.1700134277344
2025-12-01,283.1000061035156,314.9145202636719,486.739990234375,430.1400146484375
2025-12-02,286.19000244140625,315.8139343261719,490.0,429.239990234375
2025-12-03,284.1499938964844,320.41094970703125,477.7300109863281,446.739990234375
2025-12-04,280.70001220703125,318.18243408203125,480.8399963378906,454.5299987792969
2025-12-05,278.7799987792969,321.8799743652344,483.1600036621094,455.0
2025-12-08,277.8900146484375,314.45001220703125,491.0199890136719,439.5799865722656
2025-12-09,277.17999267578125,317.75,492.0199890136719,445.1700134277344
2025-12-10,278.7799987792969,321.0,478.55999755859375,451.45001220703125
2025-12-11,278.0299987792969,313.70001220703125,483.4700012207031,446.8900146484375
2025-12-12,278.2799987792969,310.5199890136719,478.5299987792969,458.9599914550781
2025-12-15,274.1099853515625,309.32000732421875,474.82000732421875,475.30999755859375
2025-12-16,274.6099853515625,307.7300109863281,476.3900146484375,489.8800048828125
2025-12-17,271.8399963378906,298.05999755859375,476.1199951171875,467.260009765625
2025-12-18,272.19000244140625,303.75,483.9800109863281,483.3699951171875
2025-12-19,273.6700134277344,308.6099853515625,485.9200134277344,481.20001220703125
2025-12-22,270.9700012207031,311.3299865722656,484.9200134277344,488.7300109863281
2025-12-23,272.3599853515625,315.67999267578125,486.8500061035156,485.55999755859375
2025-12-24,273.80999755859375,315.6700134277344,488.0199890136719,485.3999938964844
2025-12-26,273.3999938964844,314.9599914550781,487.7099914550781,475.19000244140625
2025-12-29,273.760009765625,314.3900146484375,487.1000061035156,459.6400146484375
2025-12-30,273.0799865722656,314.54998779296875,487.4800109863281,454.42999267578125
2025-12-31,271.8599853515625,313.79998779296875,483.6199951171875,449.7200012207031
2026-01-02,271.010009765625,315.32000732421875,472.94000244140625,438.07000732421875
2026-01-05,267.260009765625,317.32000732421875,472.8500061035156,451.6700134277344
2026-01-06,262.3599853515625,314.54998779296875,478.510009765625,432.9599914550781
2026-01-07,260.3299865722656,322.42999267578125,483.4700012207031,431.4100036621094
2026-01-08,259.0400085449219,326.010009765625,478.1099853515625,435.79998779296875
2026-01-09,259.3699951171875,329.1400146484375,479.2799987792969,445.010009765625
2026-01-12,260.25,332.7300109863281,477.17999267578125,448.9599914550781
2026-01-13,261.04998779296875,336.42999267578125,470.6700134277344,447.20001220703125
2026-01-14,259.9599914550781,336.30999755859375,459.3800048828125,439.20001220703125
2026-01-15,258.2099914550781,333.1600036621094,456.6600036621094,438.57000732421875
2026-01-16,255.52999877929688,330.3399963378906,459.8599853515625,437.5
